	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
761																																									2.0	0.0	2.0	0.0	5.0	0.0	5.0	0.0																							3432.87612104													3438.88207388																								u	2.00263309479	3.0038120746599994	crosswhite.gif	[294, 196, 245, 98, 147, 49]	1.0	stop	98.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
762																																									2.0	0.0	2.0	0.0	6.0	0.0	6.0	0.0																							3438.88330984													3444.8885149999996																								y	1.2183551788299998	2.2191281318700002	circleyellow.gif	[98, 196, 49, 147, 245, 294]	0.5	stop	49.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
763																																									2.0	0.0	2.0	0.0	7.0	0.0	7.0	0.0																							3444.88955903													3450.89528394																								y	3.77133107185	4.77221512794	invertedtrianglecyan.gif	[234, 39, 195, 156, 78, 117]	1.0	go	195.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
764																																									2.0	0.0	2.0	0.0	8.0	0.0	8.0	0.0																							3450.89637589													3456.90206003																								y	1.01825594902	2.01960611343	invertedtrianglecyan.gif	[245, 196, 98, 294, 147, 49]	1.0	go	98.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
765																																									2.0	0.0	2.0	0.0	9.0	0.0	9.0	0.0																							3456.9032259000005													3462.92563605																								r	2.40270900726	3.40134096146	lineorange.gif	[294, 98, 49, 196, 245, 147]	4.0	go	294.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
766																																									2.0	0.0	2.0	0.0	10.0	0.0	10.0	0.0																							3462.92704701													3468.93213391																								o	2.7033841610000002	3.7045919895199995	trianglemagenta.gif	[147, 245, 196, 49, 98, 294]	4.0	stop	294.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
767																																									2.0	0.0	2.0	0.0	11.0	0.0	11.0	0.0																							3468.93315005													3474.93893504																								t	1.9025671482099997	2.9030220508599998	invertedtrianglecyan.gif	[136, 102, 34, 68, 170, 204]	1.0	go	102.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
768																																									2.0	0.0	2.0	0.0	12.0	0.0	12.0	0.0																							3474.93996692													3480.94596982																								i	1.50177598	2.50126314163	hexagongray.gif	[102, 34, 136, 170, 204, 68]	2.0	go	204.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
769																																									2.0	0.0	2.0	0.0	13.0	0.0	13.0	0.0																							3480.94714785													3486.95249391																								u	2.0856680870099997	3.08600211143	circleyellow.gif	[234, 117, 78, 39, 156, 195]	0.5	stop	39.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
770																																									2.0	0.0	2.0	0.0	14.0	0.0	14.0	0.0																							3486.95353103													3492.95890594																								y	2.78664183617	3.78817892075	trianglemagenta.gif	[216, 54, 324, 270, 108, 162]	4.0	stop	324.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
