xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401087999344,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51374912262,0.000905990600586,0.401087999344,1,q,451.402714014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334275007248,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514148950577,0.000899076461792,0.334275007248,1,s,454.406358957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384325027466,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.513758897781,0.000926971435547,0.384325027466,1,s,457.409718037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400760173798,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.514404058456,0.000900983810425,0.400760173798,1,s,460.412883997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333956003189,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514349937439,0.000913858413696,0.333956003189,1,w,463.416344881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333933830261,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514189958572,0.000910043716431,0.333933830261,1,w,466.419684887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334219932556,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.514135122299,0.000891923904419,0.334219932556,1,w,469.423357964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434321880341,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.513554096222,0.000943899154663,0.434321880341,1,a,472.426828861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350919008255,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514245033264,0.000898122787476,0.350919008255,1,w,475.429758072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.33456993103,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514434099197,0.000899076461792,0.33456993103,1,q,478.433111906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334501981735,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514191865921,0.000971794128418,0.334501981735,1,w,481.436655998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334187030792,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.514181137085,0.00103712081909,0.334187030792,1,s,484.439867973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384088993073,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.514243841171,0.00119686126709,0.384088993073,1,q,487.443609953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367099046707,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.513845920563,0.000907897949219,0.367099046707,1,s,490.44667697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384596824646,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.514350175858,0.000990152359009,0.384596824646,1,w,493.450011015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384745836258,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.92,0.514235973358,0.00094199180603,0.384745836258,1,a,496.453938961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.30021905899,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514056921005,0.00089693069458,0.30021905899,1,w,499.456815004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,1,53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384540081024,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.514196872711,0.000913858413696,0.384540081024,1,a,502.460084915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,13,2,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350785017014,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514573812485,0.000900983810425,0.350785017014,1,w,505.463675022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,3,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.450911998749,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.513530015945,0.00108599662781,0.450911998749,1,a,508.466923952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367643117905,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.514315843582,0.00102281570435,0.367643117905,1,q,511.471385002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384382009506,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.513419866562,0.000944852828979,0.384382009506,1,s,514.473736048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,2,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383655071259,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.514653921127,0.000938892364502,0.383655071259,1,a,517.476980925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,14,3,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.383900880814,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.514456033707,0.000951051712036,0.383900880814,1,q,520.480279922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417471885681,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514419078827,0.00102686882019,0.417471885681,1,q,523.483752012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.500926017761,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514492988586,0.000898122787476,0.500926017761,1,q,526.486973047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,2,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417835950851,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514029979706,0.000927925109863,0.417835950851,1,q,529.490563869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,3,63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467224836349,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514647960663,0.000895023345947,0.467224836349,1,a,532.493898869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384682178497,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514183998108,0.000946998596191,0.384682178497,1,a,535.497699022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,1,65,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367887020111,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.513656139374,0.000888109207153,0.367887020111,1,a,538.50068903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,2,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334336042404,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.514596939087,0.000891923904419,0.334336042404,1,a,541.504366875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,3,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367852926254,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.513761997223,0.000921964645386,0.367852926254,1,a,544.507688046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400606155396,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.17,0.514229059219,0.000988006591797,0.400606155396,1,w,547.510793924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350680112839,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.514366865158,0.000892877578735,0.350680112839,1,q,550.514153004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384114980698,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514620065689,0.000908851623535,0.384114980698,1,a,553.517451048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384573936462,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514528036118,0.000891923904419,0.384573936462,1,q,556.520750999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.38371014595,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.515048027039,0.0011830329895,0.38371014595,1,s,559.524781942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,18,1,73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351078987122,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514128923416,0.000892877578735,0.351078987122,1,a,562.527719975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,18,2,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384300947189,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.514146089554,0.00102019309998,0.384300947189,1,q,565.531028986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,18,3,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484539985657,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.514194965363,0.000952005386353,0.484539985657,1,s,568.534512997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,19,0,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384151935577,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.51432800293,0.00090217590332,0.384151935577,1,s,571.537919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.500851869583,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.21,0.514352798462,0.000939846038818,0.500851869583,1,q,574.541769028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,19,2,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.567363023758,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.513839006424,0.000894069671631,0.567363023758,1,a,577.544757843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367046117783,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514166116714,0.000903129577637,0.367046117783,1,w,580.547960043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.468268156052,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514214992523,0.000940084457397,0.468268156052,1,w,583.551316023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401104927063,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.514057159424,0.000914096832275,0.401104927063,1,s,586.55470705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.550879955292,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.514415979385,0.000906944274902,0.550879955292,1,q,589.557967901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,20,3,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384194850922,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.514177799225,0.00097393989563,0.384194850922,1,a,592.561676025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367367982864,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514297962189,0.0011830329895,0.367367982864,1,a,595.564813852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367611885071,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.85,0.514487981796,0.00108504295349,0.367611885071,1,s,598.568469048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367172002792,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.514359951019,0.000890016555786,0.367172002792,1,q,601.572093964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400652170181,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514088869095,0.00090503692627,0.400652170181,1,q,604.575036049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467358112335,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514337062836,0.00104188919067,0.467358112335,1,q,607.578325033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383742809296,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.514407157898,0.000898122787476,0.383742809296,1,w,610.581711054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,22,2,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351052999496,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.514462947845,0.000895977020264,0.351052999496,1,w,613.58501792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,3,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334427118301,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.513654947281,0.000936031341553,0.334427118301,1,q,616.588732958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.533738851547,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.514528036118,0.000893831253052,0.533738851547,1,q,619.592336893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350682973862,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.513705015182,0.000986814498901,0.350682973862,1,w,622.595556021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
